,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
1631,Data Scientist,Full-Time,Senior,Expert,157750,United States Dollar,United States of America,157750,United States,Medium,2023,North America
1632,Data Science Consultant,Full-Time,Senior,Expert,157550,United States Dollar,United States of America,157550,United States,Medium,2023,North America
1633,Data Engineer,Full-Time,Senior,Expert,157550,United States Dollar,United States of America,157550,United States,Medium,2023,North America
1634,Data Scientist,Full-Time,Senior,Expert,157500,United States Dollar,United States of America,157500,United States,Medium,2023,North America
1635,Data Analyst,Full-Time,Senior,Expert,155000,United States Dollar,United Kingdom,155000,United Kingdom,Medium,2023,Europe
1636,Data Analyst,Full-Time,Senior,Expert,120000,United States Dollar,United Kingdom,120000,United Kingdom,Medium,2023,Europe
1637,Research Engineer,Full-Time,Senior,Expert,157250,United States Dollar,United States of America,157250,United States,Medium,2023,North America
1638,Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,165400,United States Dollar,United Kingdom,165400,United Kingdom,Medium,2023,Europe
1639,Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,127300,United States Dollar,United Kingdom,127300,United Kingdom,Medium,2023,Europe
1640,Data Engineer,Full-Time,Senior,Expert,157250,United States Dollar,United States of America,157250,United States,Medium,2023,North America
1641,Machine Learning Scientist,Full-Time,Senior,Expert,157250,United States Dollar,United States of America,157250,United States,Medium,2023,North America
1642,Research Engineer,Full-Time,Senior,Expert,157000,United States Dollar,United States of America,157000,United States,Medium,2023,North America
1643,Data Scientist,Full-Time,Senior,Expert,157000,United States Dollar,United States of America,157000,United States,Medium,2023,North America
1644,Analytics Engineer,Full-Time,Executive,Director,157000,United States Dollar,United States of America,157000,United States,Medium,2022,North America
1645,Applied Data Scientist,Full-Time,Mid,Intermediate,157000,United States Dollar,United States of America,157000,United States,Large,2022,North America
1646,Lead Data Scientist,Full-Time,Senior,Expert,156868,United States Dollar,United States of America,156868,United States,Large,2022,North America
1647,Data Scientist,Full-Time,Senior,Expert,156600,United States Dollar,United States of America,156600,United States,Medium,2022,North America
1648,Data Engineer,Full-Time,Senior,Expert,156600,United States Dollar,United States of America,156600,United States,Medium,2022,North America
1649,Data Scientist,Full-Time,Senior,Expert,156560,United States Dollar,United States of America,156560,United States,Medium,2023,North America
1650,Analytics Engineer,Full-Time,Entry,Junior,156450,United States Dollar,United States of America,156450,United States,Medium,2023,North America
1651,Business Intelligence Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2023,North America
1652,Data Scientist,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2023,North America
1653,Research Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2023,North America
1654,Data Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2023,North America
1655,Data Science Lead,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2023,North America
1656,Data Scientist,Full-Time,Senior,Expert,156400,United States Dollar,United States of America,156400,United States,Medium,2022,North America
1657,Data Scientist,Full-Time,Mid,Intermediate,156000,United States Dollar,United States of America,156000,United States,Medium,2023,North America
1658,Data Scientist,Full-Time,Senior,Expert,156000,United States Dollar,United States of America,156000,United States,Medium,2023,North America
1659,Research Engineer,Full-Time,Senior,Expert,155850,United States Dollar,United States of America,155850,United States,Medium,2023,North America
1660,Machine Learning Engineer,Full-Time,Mid,Intermediate,155810,United States Dollar,United States of America,155810,United States,Medium,2023,North America
1661,Data Scientist,Full-Time,Senior,Expert,155500,United States Dollar,United States of America,155500,United States,Medium,2023,North America
1662,Data Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1663,Research Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1664,Data Scientist,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1665,Machine Learning Engineer,Full-Time,Senior,Expert,237400,United States Dollar,United Kingdom,237400,United Kingdom,Medium,2023,Europe
1666,Machine Learning Engineer,Full-Time,Senior,Expert,132870,United States Dollar,United Kingdom,132870,United Kingdom,Medium,2023,Europe
1667,Business Intelligence Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1668,Data Lead,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1669,Research Scientist,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1670,Research Engineer,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1671,Machine Learning Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1672,Data Scientist,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1673,Data Analytics Manager,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1674,Decision Scientist,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1675,Machine Learning Engineer,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1676,Data Engineer,Full-Time,Mid,Intermediate,75000,Euro,Spain,80976,Spain,Medium,2023,Europe
1677,Data Engineer,Full-Time,Mid,Intermediate,62000,Euro,Spain,66940,Spain,Medium,2023,Europe
1678,Research Scientist,Full-Time,Entry,Junior,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1679,Data Analyst,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1680,Research Engineer,Full-Time,Entry,Junior,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1681,Data Architect,Full-Time,Executive,Director,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1682,Data Engineer,Full-Time,Mid,Intermediate,62000,British Pound Sterling,United Kingdom,76284,United Kingdom,Medium,2023,Europe
1683,Data Manager,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1684,Data Analytics Manager,Full-Time,Executive,Director,155000,United States Dollar,United States of America,155000,United States,Medium,2023,North America
1685,Data Scientist,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Large,2022,North America
1686,Data Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2022,North America
1687,Data Scientist,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2022,North America
1688,Data Analytics Manager,Full-Time,Mid,Intermediate,155000,United States Dollar,United States of America,155000,United States,Medium,2022,North America
1689,Data Analyst,Full-Time,Senior,Expert,155000,United States Dollar,United States of America,155000,United States,Medium,2022,North America
1690,Applied Scientist,Full-Time,Senior,Expert,154836,United States Dollar,United States of America,154836,United States,Medium,2023,North America
1691,Data Scientist,Full-Time,Senior,Expert,154700,United States Dollar,United States of America,154700,United States,Medium,2023,North America
1692,Data Scientist,Full-Time,Senior,Expert,154600,United States Dollar,United States of America,154600,United States,Medium,2023,North America
1693,Data Engineer,Full-Time,Senior,Expert,154600,United States Dollar,United States of America,154600,United States,Medium,2022,North America
1694,Data Engineer,Full-Time,Senior,Expert,154600,United States Dollar,United States of America,154600,United States,Large,2022,North America
1695,Data Analyst,Full-Time,Senior,Expert,154560,United States Dollar,United States of America,154560,United States,Medium,2022,North America
1696,Data Engineer,Full-Time,Senior,Expert,154545,United States Dollar,United States of America,154545,United States,Large,2022,North America
1697,Data Analyst,Full-Time,Senior,Expert,154500,United States Dollar,United States of America,154500,United States,Medium,2023,North America
1698,Data Analyst,Full-Time,Senior,Expert,154440,United States Dollar,United States of America,154440,United States,Medium,2023,North America
1699,Data Operations Analyst,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1700,Applied Scientist,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1701,Data Engineer,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1702,Data Scientist,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1703,Data Analyst,Full-Time,Mid,Intermediate,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1704,Data Engineer,Full-Time,Mid,Intermediate,154000,United States Dollar,United States of America,154000,United States,Medium,2023,North America
1705,Data Scientist,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2022,North America
1706,Data Engineer,Full-Time,Senior,Expert,154000,United States Dollar,United States of America,154000,United States,Medium,2022,North America
1707,Data Analyst,Full-Time,Senior,Expert,153800,United States Dollar,United States of America,153800,United States,Medium,2023,North America
1708,Data Scientist,Full-Time,Senior,Expert,153600,United States Dollar,United States of America,153600,United States,Medium,2023,North America
1709,Data Engineer,Full-Time,Senior,Expert,153600,United States Dollar,United States of America,153600,United States,Medium,2023,North America
1710,Data Analyst,Full-Time,Senior,Expert,153600,United States Dollar,United States of America,153600,United States,Medium,2023,North America
1711,Data Engineer,Full-Time,Senior,Expert,153600,United States Dollar,United States of America,153600,United States,Medium,2022,North America
1712,Data Scientist,Full-Time,Senior,Expert,153600,United States Dollar,United States of America,153600,United States,Medium,2022,North America
1713,Data Engineer,Full-Time,Senior,Expert,153550,United States Dollar,United States of America,153550,United States,Medium,2023,North America
1714,Machine Learning Engineer,Full-Time,Senior,Expert,153400,United States Dollar,United States of America,153400,United States,Medium,2023,North America
1715,Data Scientist,Full-Time,Senior,Expert,153400,United States Dollar,United States of America,153400,United States,Medium,2023,North America
1716,Data Analyst,Full-Time,Senior,Expert,153300,United States Dollar,United States of America,153300,United States,Medium,2023,North America
1717,Data Scientist,Full-Time,Senior,Expert,153300,United States Dollar,United States of America,153300,United States,Medium,2023,North America
1718,Machine Learning Engineer,Full-Time,Senior,Expert,153100,United States Dollar,United States of America,153100,United States,Medium,2023,North America
1719,Data Engineer,Full-Time,Senior,Expert,153090,United States Dollar,United States of America,153090,United States,Medium,2023,North America
1720,Machine Learning Engineer,Full-Time,Senior,Expert,153090,United States Dollar,United States of America,153090,United States,Medium,2023,North America
1721,Machine Learning Engineer,Full-Time,Senior,Expert,153088,United States Dollar,United States of America,153088,United States,Medium,2023,North America
1722,Data Architect,Full-Time,Senior,Expert,153000,United States Dollar,United States of America,153000,United States,Medium,2023,North America
1723,Data Analyst,Full-Time,Mid,Intermediate,94100,United States Dollar,United Kingdom,94100,United Kingdom,Medium,2023,Europe
1724,Data Analyst,Full-Time,Mid,Intermediate,72400,United States Dollar,United Kingdom,72400,United Kingdom,Medium,2023,Europe
1725,Data Scientist,Full-Time,Senior,Expert,153000,United States Dollar,United States of America,153000,United States,Medium,2023,North America
1726,Analytics Engineer,Full-Time,Executive,Director,153000,United States Dollar,United States of America,153000,United States,Medium,2023,North America
1727,Data Engineer,Full-Time,Mid,Intermediate,153000,United States Dollar,United States of America,153000,United States,Medium,2022,North America
1728,Data Scientist,Full-Time,Senior,Expert,153000,United States Dollar,United States of America,153000,United States,Medium,2022,North America
1729,Data Scientist,Full-Time,Mid,Intermediate,153000,United States Dollar,United States of America,153000,United States,Large,2022,North America
1730,Machine Learning Scientist,Full-Time,Mid,Intermediate,153000,United States Dollar,United States of America,153000,United States,Medium,2022,North America
1731,Data Engineer,Full-Time,Senior,Expert,146100,United States Dollar,United Kingdom,146100,United Kingdom,Medium,2023,Europe
1732,Data Engineer,Full-Time,Senior,Expert,112400,United States Dollar,United Kingdom,112400,United Kingdom,Medium,2023,Europe
1733,Data Engineer,Full-Time,Senior,Expert,153000,United States Dollar,United States of America,153000,United States,Large,2021,North America
1734,Analytics Engineer,Full-Time,Senior,Expert,152900,United States Dollar,United States of America,152900,United States,Medium,2023,North America
1735,Data Science Lead,Full-Time,Mid,Intermediate,152700,United States Dollar,United States of America,152700,United States,Medium,2023,North America
1736,Analytics Engineer,Full-Time,Senior,Expert,152500,United States Dollar,United States of America,152500,United States,Medium,2023,North America
1737,Data Engineer,Full-Time,Senior,Expert,152500,United States Dollar,United States of America,152500,United States,Medium,2022,North America
1738,Data Science Manager,Full-Time,Senior,Expert,152500,United States Dollar,United States of America,152500,United States,Medium,2022,North America
1739,Data Analyst,Full-Time,Senior,Expert,152380,United States Dollar,United States of America,152380,United States,Medium,2023,North America
1740,Data Engineer,Full-Time,Senior,Expert,152375,United States Dollar,United States of America,152375,United States,Medium,2023,North America
1741,Data Engineer,Full-Time,Mid,Intermediate,152375,United States Dollar,United States of America,152375,United States,Medium,2023,North America
1742,Machine Learning Engineer,Full-Time,Senior,Expert,152300,United States Dollar,United States of America,152300,United States,Medium,2023,North America
1743,Data Scientist,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2023,North America
1744,Data Engineer,Full-Time,Mid,Intermediate,152000,United States Dollar,United States of America,152000,United States,Medium,2023,North America
1745,Data Science Manager,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2023,North America
1746,ML Engineer,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2023,North America
1747,Data Scientist,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2022,North America
1748,Data Engineer,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2022,North America
1749,Director of Data Science,Full-Time,Executive,Director,200000,British Pound Sterling,United Kingdom,246080,United Kingdom,Medium,2023,Europe
1750,Director of Data Science,Full-Time,Executive,Director,165000,British Pound Sterling,United Kingdom,203016,United Kingdom,Medium,2023,Europe
1751,Head of Data,Full-Time,Executive,Director,110000,British Pound Sterling,United Kingdom,135344,United Kingdom,Medium,2023,Europe
1752,Head of Data,Full-Time,Executive,Director,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,Europe
1753,Analytics Engineer,Full-Time,Senior,Expert,152000,United States Dollar,United States of America,152000,United States,Medium,2022,North America
1754,Data Engineer,Full-Time,Senior,Expert,151840,United States Dollar,United States of America,151840,United States,Medium,2023,North America
1755,Research Engineer,Full-Time,Senior,Expert,151800,United States Dollar,United States of America,151800,United States,Medium,2023,North America
1756,Research Scientist,Full-Time,Senior,Expert,151800,United States Dollar,United States of America,151800,United States,Medium,2023,North America
1757,Research Scientist,Full-Time,Mid,Intermediate,151800,United States Dollar,United States of America,151800,United States,Medium,2023,North America
1758,Data Scientist,Full-Time,Senior,Expert,151800,United States Dollar,United States of America,151800,United States,Medium,2022,North America
1759,Machine Learning Engineer,Full-Time,Senior,Expert,151600,United States Dollar,United States of America,151600,United States,Medium,2023,North America
1760,ML Engineer,Full-Time,Senior,Expert,151600,United States Dollar,United States of America,151600,United States,Medium,2023,North America
1761,Data Engineer,Full-Time,Mid,Intermediate,151410,United States Dollar,United States of America,151410,United States,Medium,2023,North America
1762,Computer Vision Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United Kingdom,245000,United Kingdom,Medium,2023,Europe
1763,Computer Vision Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United Kingdom,210000,United Kingdom,Medium,2023,Europe
1764,Data Scientist,Full-Time,Entry,Junior,151410,United States Dollar,United States of America,151410,United States,Medium,2023,North America
1765,Data Scientist,Full-Time,Mid,Intermediate,151410,United States Dollar,United States of America,151410,United States,Medium,2023,North America
1766,Business Data Analyst,Freelance,Mid,Intermediate,36000,United States Dollar,Ghana,36000,Ghana,Small,2023,Africa
1767,NLP Engineer,Full-Time,Mid,Intermediate,2700000,Indian Rupee,India,32834,India,Medium,2023,Asia
1768,Data Engineer,Full-Time,Senior,Expert,151200,United States Dollar,United States of America,151200,United States,Medium,2023,North America
1769,Data Infrastructure Engineer,Full-Time,Senior,Expert,151090,United States Dollar,United States of America,151090,United States,Medium,2023,North America
1770,Data Scientist,Full-Time,Senior,Expert,151000,United States Dollar,United States of America,151000,United States,Medium,2023,North America
1771,Analytics Engineer,Full-Time,Senior,Expert,151000,United States Dollar,United States of America,151000,United States,Medium,2023,North America
1772,Data Engineer,Full-Time,Mid,Intermediate,151000,United States Dollar,United States of America,151000,United States,Medium,2023,North America
1773,Principal Data Scientist,Full-Time,Mid,Intermediate,151000,United States Dollar,United States of America,151000,United States,Large,2021,North America
1774,Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,Argentina,72000,Argentina,Medium,2023,South America
1775,Data Engineer,Full-Time,Senior,Expert,48000,United States Dollar,Argentina,48000,Argentina,Medium,2023,South America
1776,Data Scientist,Full-Time,Senior,Expert,150931,United States Dollar,United States of America,150931,United States,Medium,2023,North America
1777,Data Scientist,Full-Time,Senior,Expert,197000,United States Dollar,Canada,197000,Canada,Medium,2023,North America
1778,Data Engineer,Full-Time,Executive,Director,150900,United States Dollar,United States of America,150900,United States,Medium,2023,North America
1779,Data Engineer,Full-Time,Senior,Expert,150600,United States Dollar,United States of America,150600,United States,Medium,2023,North America
1780,Analytics Engineer,Full-Time,Senior,Expert,150550,United States Dollar,United States of America,150550,United States,Medium,2023,North America
1781,Machine Learning Engineer,Full-Time,Mid,Intermediate,150450,United States Dollar,United States of America,150450,United States,Medium,2023,North America
1782,Data Analytics Manager,Full-Time,Senior,Expert,150260,United States Dollar,United States of America,150260,United States,Medium,2022,North America
1783,Data Scientist,Full-Time,Senior,Expert,150120,United States Dollar,United States of America,150120,United States,Medium,2023,North America
1784,Data Analyst,Full-Time,Senior,Expert,150075,United States Dollar,United States of America,150075,United States,Medium,2022,North America
1785,Research Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1786,Data Analyst,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1787,Data Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1788,Analytics Engineer,Full-Time,Senior,Expert,152900,United States Dollar,United Kingdom,152900,United Kingdom,Medium,2023,Europe
1789,Analytics Engineer,Full-Time,Senior,Expert,117700,United States Dollar,United Kingdom,117700,United Kingdom,Medium,2023,Europe
1790,Research Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1791,Research Analyst,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1792,Business Intelligence Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1793,Data Scientist,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1794,Staff Data Analyst,Full-Time,Mid,Intermediate,179998,United States Dollar,Saudi Arabia,179998,Saudi Arabia,Small,2023,Middle East
1795,Applied Machine Learning Scientist,Full-Time,Entry,Junior,4000000,Indian Rupee,Germany,48644,India,Large,2023,Europe
1796,Data Scientist,Full-Time,Mid,Intermediate,35000,United States Dollar,India,35000,India,Large,2023,Asia
1797,Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1798,Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1799,Data Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1800,AI Research Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,Tunisia,Medium,2023,North America
1801,Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1802,Data Engineer,Full-Time,Executive,Director,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1803,ML Engineer,Full-Time,Mid,Intermediate,300000,United States Dollar,Australia,300000,Australia,Medium,2023,Oceania
1804,ML Engineer,Full-Time,Mid,Intermediate,260000,United States Dollar,Australia,260000,Australia,Medium,2023,Oceania
1805,Data Architect,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1806,BI Analyst,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1807,Machine Learning Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1808,Business Intelligence Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1809,Data Architect,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1810,Data Engineer,Full-Time,Senior,Expert,204500,United States Dollar,Germany,204500,Germany,Medium,2023,Europe
1811,Data Engineer,Full-Time,Senior,Expert,142200,United States Dollar,Germany,142200,Germany,Medium,2023,Europe
1812,Research Scientist,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1813,Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1814,Data Engineer,Full-Time,Mid,Intermediate,120000,British Pound Sterling,United Kingdom,147648,United Kingdom,Medium,2023,Europe
1815,Data Engineer,Full-Time,Mid,Intermediate,100000,British Pound Sterling,United Kingdom,123040,United Kingdom,Medium,2023,Europe
1816,Data Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1817,Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,Portugal,Medium,2023,North America
1818,Data Analyst,Full-Time,Senior,Expert,84000,United States Dollar,Colombia,84000,Colombia,Medium,2023,South America
1819,Data Analyst,Full-Time,Senior,Expert,60000,United States Dollar,Colombia,60000,Colombia,Medium,2023,South America
1820,Analytics Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,73824,United Kingdom,Medium,2023,Europe
1821,Analytics Engineer,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023,Europe
1822,Data Science Lead,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2021,North America
1823,Machine Learning Developer,Freelance,Senior,Expert,60000,United States Dollar,Nigeria,60000,Nigeria,Medium,2021,Africa
1824,Research Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1825,Data Analyst,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1826,Deep Learning Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1827,ML Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1828,Deep Learning Engineer,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Medium,2023,North America
1829,Data Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1830,Applied Machine Learning Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1831,BI Developer,Full-Time,Senior,Expert,160000,United States Dollar,Japan,160000,United States,Large,2023,Asia
1832,Data Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1833,Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1834,Data Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1835,Research Engineer,Full-Time,Senior,Expert,225000,United States Dollar,France,225000,France,Medium,2023,Europe
1836,Research Engineer,Full-Time,Senior,Expert,168000,United States Dollar,France,168000,France,Medium,2023,Europe
1837,Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1838,Research Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1839,Analytics Engineer,Full-Time,Senior,Expert,144000,United States Dollar,Canada,144000,Canada,Medium,2023,North America
1840,Analytics Engineer,Full-Time,Senior,Expert,80000,United States Dollar,Canada,80000,Canada,Medium,2023,North America
1841,Data Analyst,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1842,Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1843,Data Analyst,Full-Time,Senior,Expert,189400,United States Dollar,United Kingdom,189400,United Kingdom,Medium,2023,Europe
1844,Data Analyst,Full-Time,Senior,Expert,131685,United States Dollar,United Kingdom,131685,United Kingdom,Medium,2023,Europe
1845,Machine Learning Researcher,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1846,Machine Learning Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1847,Data Analyst,Full-Time,Senior,Expert,172000,United States Dollar,United Kingdom,172000,United Kingdom,Medium,2023,Europe
1848,Research Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1849,Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1850,Data Scientist,Full-Time,Entry,Junior,105000,Canadian Dollar,Canada,77791,Canada,Large,2023,North America
1851,Data Scientist,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,55410,France,Medium,2022,Europe
1852,Product Data Analyst,Full-Time,Senior,Expert,57000,United States Dollar,Russia,57000,Georgia,Large,2023,Europe
1853,Autonomous Vehicle Technician,Full-Time,Mid,Intermediate,120000,United States Dollar,United Kingdom,120000,United Kingdom,Medium,2023,Europe
1854,Machine Learning Manager,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1855,Business Data Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Large,2022,North America
1856,Data Scientist,Full-Time,Senior,Expert,172800,United States Dollar,United Kingdom,172800,United Kingdom,Medium,2023,Europe
1857,Data Scientist,Full-Time,Senior,Expert,110000,United States Dollar,United Kingdom,110000,United Kingdom,Medium,2023,Europe
1858,Research Engineer,Full-Time,Entry,Junior,5500000,Japanese Yen,Japan,41809,Japan,Large,2022,Asia
1859,Sales Data Analyst,Contract,Mid,Intermediate,60000,United States Dollar,Nigeria,60000,Nigeria,Medium,2020,Africa
1860,Analytics Engineer,Full-Time,Executive,Director,150000,United States Dollar,United States of America,150000,United States,Medium,2022,North America
1861,Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2022,North America
1862,Data Analyst,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Large,2022,North America
1863,Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2021,North America
1864,Data Architect,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Large,2021,North America
1865,Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2021,North America
1866,BI Data Analyst,Full-Time,Executive,Director,150000,United States Dollar,United States of America,150000,India,Large,2021,North America
1867,Applied Scientist,Full-Time,Mid,Intermediate,36000,United States Dollar,Nigeria,36000,Nigeria,Medium,2023,Africa
1868,Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2021,North America
1869,Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2020,North America
1870,Data Operations Analyst,Full-Time,Senior,Expert,144000,United States Dollar,United Kingdom,144000,United Kingdom,Medium,2023,Europe
1871,Data Operations Analyst,Full-Time,Senior,Expert,77000,United States Dollar,United Kingdom,77000,United Kingdom,Medium,2023,Europe
